RYM Album, First Name,Last Name,First Name localized, Last Name localized,Title,Release_Date,Rating,Ownership,Purchase Date,Media Type
"16392029","","Chercán","","","Chercán","2025","8","n","",""
"12262531","Nils","Cheville and The Dansant","","","Nils Cheville and the Dansant","2020","9","n","",""
"15683113","","Chief Bromden","","","In/tense Logic","2024","6","n","",""
"16279256","","Child Bite","","","Smog &amp; Viscera","2025","7","n","",""
"310669","","Children of Bodom","","","Are You Dead Yet?","2005","7","n","",""
"1149509","","Children of Bodom","","","Blooddrunk","2008","5","n","",""
"7891","","Children of Bodom","","","Follow the Reaper","2000","7","n","",""
"4473468","","Children of Bodom","","","Halo of Blood","2013","6","n","",""
"34292","","Children of Bodom","","","Hate Crew Deathroll","2003","8","n","",""
"9776203","","Children of Bodom","","","Hexed","2019","7","n","",""
"6533968","","Children of Bodom","","","I Worship Chaos","2015","4","n","",""
"3217211","","Children of Bodom","","","Relentless Reckless Forever","2011","3","n","",""
"9974160","","Children of Bodom","","","This Road","2019","7","n","",""
"3822694","","Children of Nova","","","Impossible Landscape","2012","7","n","",""
"15393312","","Chorosia","","","Stray Dogs","2023","5","n","",""
"15968846","Julie","Christmas","","","Live at Hellfest 2024","2024","9","n","",""
"15238249","Julie","Christmas","","","Not Enough","2023","8","n","",""
"15805154","Julie","Christmas","","","Ridiculous and Full of Blood","2024","6","n","",""
"15805267","Julie","Christmas","","","Supernatural","2024","7","n","",""
"1994875","Julie","Christmas","","","The Bad Wife","2010","8","n","",""
"15858515","Julie","Christmas","","","Thin Skin","2024","7","n","",""
"15600957","The","Chronicles of Father Robin","","","The Songs &amp; Tales of Airoea – Book III","2024","5","n","",""
"15268218","","Church of Misery","","","Born Under a Mad Sign","2023","5","n","",""
"13013934","The","Circle","","","Metamorphosis","2021","8","n","",""
"15300421","The","Circle","","","Of Awakening","2023","7","n","",""
"2588414","","Circle of Contempt","","","Artifacts in Motion","2009","3","n","",""
"4258728","","Circle of Contempt","","","Entwine the Threads","2012","7","n","",""
"7187714","","Circle of Contempt","","","Structures for Creation","2016","4","n","",""
"15301956","","Circuit Circuit","","","Body Songs","2023","8","n","",""
"15849454","","Circuit Circuit / tasteofink.","","","Split","2024","6","n","",""
"15339612","","Cirrho","","","Cirrho","2023","8","n","",""
"15681367","","Civerous","","","Maze Envy","2024","6","n","",""
"14777517","","CKRAFT","","","Epic Discordant Vision","2022","7","n","",""
"16082261","","CKRAFT","","","Uncommon Grounds","2025","7","n","",""
"14642504","","Claimstaker","","","Bury Us in Shadows","2022","7","n","",""
"15263829","","Claustrum","","","Claustrum","2023","4","n","",""
"16268076","Nels","Cline's Consentrik Quartet","","","Consentrik Quartet","2025","7","n","",""
"15181105","","Closure in Moscow","","","Better Way","2023","7","n","",""
"2172335","","Closure in Moscow","","","First Temple","2009","7","n","",""
"4500227","","Closure in Moscow","","","Pink Lemonade","2014","7","n","",""
"15265687","","Closure in Moscow","","","Primal Sinister","2023","8","n","",""
"15169631","","Closure in Moscow","","","Soft Hell","2023","7","n","",""
"1497237","","Closure in Moscow","","","The Penance and the Patience","2008","7","n","",""
"15663992","","Cloud People","","","Simulacra","2024","7","n","",""
"15461348","","Clouds Indoor","","","A Journey","2023","6","n","",""
"14501796","","Cloutchaser","","","This Is Real Math Rock","2022","6","n","",""
"15705447","","Clown Core","","","Live","2024","7","n","",""
"11995043","","Clown Core","","","Van","2020","8","n","",""
"15203226","","CMD81 / Cohen","","","Liminal Spaces","2023","8","n","",""
"15773669","","Coal &amp; Crayon","","","Beneath the Moral Void","2024","4","n","",""
"14459759","","Cobra the Impaler","","","Colossal Gods","2022","7","n","",""
"15769113","","Cobra the Impaler","","","Karma Collision","2024","6","n","",""
"15774569","","Coda Found","","","Vast","2024","2","n","",""
"7391746","","Coffinfish","","","Epilogue","2016","6","n","",""
"6494764","","Coffinfish","","","I am Providence","2015","8","n","",""
"15729015","","Cogitations","","","Relinquished","2024","5","n","",""
"15780044","","Cognitive","","","Abhorrence","2024","6","n","",""
"7566885","","Cognizance","","","Illusory","2016","7","n","",""
"10479048","","Cognizance","","","Malignant Dominion","2019","6","n","",""
"15534049","","Cognizance","","","Phantazein","2024","6","n","",""
"15601821","","Cognizance","","","Shadowgraph","2023","7","n","",""
"15535130","","Cognizance","","","The Towering Monument","2023","7","n","",""
"13344963","","Cognizance","","","Upheaval","2021","7","n","",""
"7054403","","Cold Night for Alligators","","","Course of Events","2016","7","n","",""
"9680113","","Cold Night for Alligators","","","Fervor","2018","6","n","",""
"13584618","","Cold Night for Alligators","","","The Hindsight Notes","2022","8","n","",""
"15287912","","Collapsed Tower","","","Happines is Transient, Melancholy is Permanent","2023","4","n","",""
"11677521","","Collapse Under the Empire","","","Everything We Will Leave Beyond Us","2020","6","n","",""
"3625410","","Collapse Under the Empire","","","Shoulders &amp; Giants","2011","7","n","",""
"13759311","Jacob","Collier","","","Djesse Vol. 4","2024","5","n","",""
"15038416","","Colonial Wound","","","Easy Laugh","2022","7","n","",""
"14263415","La","Colonie de Vacances","","","ECHT","2022","5","n","",""
"15358317","The","Color of Cyan","","","Egress","2023","6","n","",""
"15453404","The","Color of Rain","","","Oceans Above","2023","6","n","",""
"14846837","The","Comet Is Coming","","","Hyper-Dimensional Expansion Beam","2022","7","n","",""
"14876528","The","Comet Is Coming","","","Lucid Dreamer","2022","7","n","",""
"9923936","The","Comet Is Coming","","","Trust in the Lifeforce of the Deep Mystery","2019","8","n","",""
"4617988","","Conducting From the Grave","","","Conducting From the Grave","2013","4","n","",""
"3142304","","Conducting From the Grave","","","Revenants","2010","6","n","",""
"1978619","","Conducting From the Grave","","","When Legends Become Dust","2009","7","n","",""
"15156607","","Conjoined Twin Octopus","","","The Infinite Pregnancy","2023","8","n","",""
"15803325","","Conjunto Apropiaciones","","","Conjunto Apropiaciones","2024","6","n","",""
"8769738","","Conjurer","","","Mire","2018","7","n","",""
"10119431","","Conjurer","","","Sigils","2019","3","n","",""
"5298823","","Conquering Dystopia","","","Conquering Dystopia","2014","7","n","",""
"15129219","","Conspiracy of Zero","","","Ahthos arouris","2023","6","n","",""
"8392071","","Cønstantine","","","Esthesia","2017","4","n","",""
"15264797","A","Constant Knowledge of Death","","","Dissecting a One-Winged Bird","2023","5","n","",""
"13955223","","Consvmer","","","Obsession","2022","6","n","",""
"15906935","","Consvmer","","","Seelenfrieden","2024","3","n","",""
"15780379","","Contention","","","Artillery From Heaven","2024","5","n","",""
"3813509","","Converge","","","All We Love We Leave Behind","2012","8","n","",""
"2424491","","Converge","","","Axe to Fall","2009","8","n","",""
"9364310","","Converge","","","Beautiful Ruin","2018","5","n","",""
"20786","","Converge","","","Jane Doe","2001","6","n","",""
"619391","","Converge","","","No Heroes","2006","7","n","",""
"8507758","","Converge","","","The Dusk in Us","2017","8","n","",""
"176168","","Converge","","","You Fail Me","2004","7","n","",""
"15726562","","Convulsing","","","Perdurance","2024","6","n","",""
"16291114","","Cope Land","","","Expire","2025","8","n","",""
"16024019","","Copse","","","MMXXIV","2024","7","n","",""
"15350260","","Copse","","","Old Belief | New Despair","2023","7","n","",""
"11490619","","Corelia","","","New Wilderness","2020","7","n","",""
"3636365","","Corelia","","","Nostalgia","2011","8","n","",""
"4319294","","Corelia","","","Nostalgia (Instrumentals and Extras)","2012","8","n","",""
"6607987","","Corpo-Mente","","","Corpo-Mente","2015","10","o","","LP"
"6336662","","Corpo-Mente","","","Corpo-Mente","2015","10","n","",""
"15857293","","Cosmic Jaguar","","","El Era Del Jaguar","2024","6","n","",""
"15625059","","Cosmic Void","","","Subterranean Rivers","2024","4","n","",""
"15626710","","Cotidal","","","In Climes of Imagination","2023","5","n","",""
"15663338","","Couch Slut","","","You Could Do It Tonight","2024","5","n","",""
"8362613","","Counterparts","","","You're Not You Anymore","2017","5","n","",""
"11862676","","Countless Skies","","","Glow","2020","8","n","",""
"15126747","","Countless Skies","","","Resonance – Live From the Studio","2023","7","n","",""
"14906304","","Coure","","","Inversum nema","2022","6","n","",""
"58199","Hughes de","Courson","","","O'stravaganza: Fantasy on Vivaldi and the Celtic Music of Ireland","2001","9","n","",""
"15155711","","Covet","","","Catharsis","2023","3","n","",""
"14255836","","Cratylik Gene Ohm","","","Cratylik Gene Ohm","2014","7","n","",""
"9821590","","CrazyEightyEight","","","Burning Alive","2018","6","n","",""
"15297318","","Creak","","","Depth Perception","2023","5","n","",""
"11433455","","Creatvre","","","Ex Cathedra","2020","5","n","",""
"15414184","","Crippling Alcoholism","","","With Love From a Padded Room","2024","5","n","",""
"15718921","","CrossChains","","","Deathgrip","2024","5","n","",""
"2246522","","Cross the Lips of Grace","","","The Epilogue of Suffering","2009","5","n","",""
"14072804","","Crowbar","","","Zero and Below","2022","4","n","",""
"15155859","","Crowning / Eyelet","","","Crowning / Eyelet","2023","7","n","",""
"15736224","","Crownshift","","","Crownshift","2024","5","n","",""
"15157691","","Crown the Empire","","","Dogma","2023","6","n","",""
"5651112","","Crown the Empire","","","The Resistance: Rise of the Runaways","2014","6","n","",""
"7874044","","Crucify Me Gently","","","Circles","2016","4","n","",""
"8753595","","Cryptodira","","","The Devil's Despair","2017","6","n","",""
"15376406","","Crystal Coffin","","","The Curse of Immortality","2023","7","n","",""
"2441","The","Crystal Method","","","Vegas","1997","8","n","",""
"16367773","","Cthuluminati","","","Tentacula","2025","7","n","",""
"14586437","","Culprate","","","αριθμός τέσσερα","2022","8","n","",""
"11739447","","Cult of Lilith","","","Mara","2020","7","n","",""
"10512932","","Cult of Luna","","","A Dawn to Fear","2019","8","n","",""
"16076279","","Cult of Luna","","","Tannhäuser / Derive","2024","8","n","",""
"13912623","","Cult of Luna","","","The Long Road North","2022","7","n","",""
"12253497","","Cult of Luna","","","The Raging River","2021","7","n","",""
"10254393","","Cult of Luna","","","The Silent Man","2019","7","n","",""
"7125128","","Cult of Luna and Julie Christmas","","","Mariner","2016","8","n","",""
"15645246","","Cuntroaches","","","Cuntroaches","2024","6","n","",""
"9739537","","Currents","","","I Let the Devil In","2018","3","n","",""
"15105865","","Currents","","","The Death We Seek","2023","8","n","",""
"15112979","","Cursebinder","","","Drifting","2023","5","n","",""
"15777924","","Cyborg Octopus","","","Afterburner","2024","5","n","",""
"14811987","","Cyborg Octopus","","","Between the Light and Air","2022","8","n","",""
"15806894","","Cyborg Octopus","","","Bottom Feeder","2024","5","n","",""
"14891657","","Cyborg Octopus","","","Trash Island","2022","9","n","",""
"2844124","","Cyclamen / Haunted Shores","","","Cyclamen / Haunted Shores","2010","8","n","",""
"13653843","","Cynic","","","Ascension Codes","2021","6","n","",""
"1698731","","Cynic","","","Traced in Air","2008","7","n","",""
"6350012","","Cyrax","","","Pictures","2015","6","n","",""
"16036002","","Czerń","","","Klątwa","2024","4","n","",""
"15757274","","Dååth","","","The Deceivers","2024","6","n","",""
"15378974","","Dabda","","","Yonder","2023","7","n","",""
"15145686","","Daikaiju","","","Phase 3","2023","6","n","",""
"16444741","","Dakh Daughters","","","Pandora’s Box","2025","8","n","",""
"3021789","","Dakrya","","","Crime Scene","2010","7","n","",""
"1448862","","Dakrya","","","Monumento","2008","6","n","",""
"14119636","The","Dali Thundering Concept","","","All Mighty Men","2022","5","n","",""
"8972616","The","Dali Thundering Concept","","","Savages","2018","7","n","",""
"9297665","","Dallian","","","Automata","2018","7","n","",""
"2228935","","Damned Spirits' Dance","","","Weird Constellations","2009","7","n","",""
"4649876","","Dance Gavin Dance","","","Acceptance Speech","2013","6","n","",""
"11160046","","Dance Gavin Dance","","","Afterburner","2020","7","n","",""
"9110062","","Dance Gavin Dance","","","Artificial Selection","2018","5","n","",""
"1602118","","Dance Gavin Dance","","","Dance Gavin Dance","2008","6","n","",""
"851284","","Dance Gavin Dance","","","Downtown Battle Mountain","2007","7","n","",""
"13867163","","Dance Gavin Dance","","","Jackpot Juicer","2022","6","n","",""
"7571224","","Dance Gavin Dance","","","Mothership","2016","6","n","",""
"14562367","","Dance Gavin Dance","","","Synergy","2022","6","n","",""
"16296542","","Danefae","","","Trøst","2025","9","n","",""
"4692688","","Dangerkids","","","Collapse","2013","3","n","",""
"14835757","","Dans Dans","","","6","2022","7","n","",""
"15682122","","Darius","","","Murmuration","2024","7","n","",""
"1133403","From","Dark","","","The Answer to Infection","2007","5","n","",""
"2106236","From","Dark","","","The Illusion of Color","2009","5","n","",""
"15758264","","Dark Affliction","","","Five Stages of Grief","2024","3","n","",""
"15786433","The","Dark Atom","","","Duality","2024","4","n","",""
"14462452","The","Dark Atom","","","Imagination","2022","4","n","",""
"15198040","","Dark Flood","","","Illusion of Light","2023","5","n","",""
"15877005","","Darko","","","Starfire","2024","5","n","",""
"15547328","","Dark Oath","","","Ages of Man","2024","6","n","",""
"7267041","","Dark Suns","","","Everchild","2016","6","n","",""
"3605097","","Dark Suns","","","Orange","2011","7","n","",""
"9802140","","Darkwater","","","Human","2019","7","n","",""
"15811328","","Datûra","","","Obsidian","2024","7","n","",""
"15114251","","Dawn of Ouroboros","","","Velvet Incandescence","2023","7","n","",""
"15983764","","Dawn Treader","","","Bloom &amp; Decay","2024","6","n","",""
"16047784","","Dawnwalker","","","The Unknowing","2024","5","n","",""
"16035220","","Daybreak","","","The Sound","2024","4","n","",""
"15668893","","Dead by April","","","The Affliction","2024","5","n","",""
"8820244","","Dead Empires","","","Designed to Disappear","2018","6","n","",""
"4196017","","Dead Empires","","","Waiting Into Waves","2012","7","n","",""
"15746269","","Dead Icarus","","","Ad infernum","2024","6","n","",""
"16045733","","Dead Icarus","","","Bearing Burdens and Saving Skin","2024","6","n","",""
"16045731","","Dead Icarus","","","Zealot","2024","7","n","",""
"15347058","","Deadly Carnage","","","Endless Blue","2023","6","n","",""
"4225778","The","Dead Rabbitts","","","Edge of Reality","2012","5","n","",""
"14606043","The","Dead Rabbitts","","","Rumination","2022","2","n","",""
"5601116","The","Dead Rabbitts","","","Shapeshifter","2014","7","n","",""
"8224201","The","Dead Rabbitts","","","This Emptiness","2017","7","n","",""
"4552839","","Dead Silence Hides My Cries","","","The Symphony of Hope","2013","6","n","",""
"3289437","","Dead Silence Hides My Cries","","","The Wretched Symphony","2010","6","n","",""
"15843806","","DeadVectors","","","Gravity Wave","2024","4","n","",""
"1806900","The","Dear Hunter","","","Act III: Life and Death","2009","8","n","",""
"798466","The","Dear Hunter","","","Act II: The Meaning of, and All Things Regarding Ms. Leading","2007","8","n","",""
"665449","The","Dear Hunter","","","Act I: The Lake South, the River North","2006","9","n","",""
"6276524","The","Dear Hunter","","","Act IV: Rebirth in Reprise","2015","8","n","",""
"7489791","The","Dear Hunter","","","Act V: Hymns With the Devil in Confessional","2016","8","n","",""
"8583111","The","Dear Hunter","","","All Is As All Should Be","2017","7","n","",""
"13978910","The","Dear Hunter","","","Antimai","2022","6","n","",""
"3358721","The","Dear Hunter","","","Black","2011","7","n","",""
"4384175","The","Dear Hunter","","","Migrant","2013","7","n","",""
"15442716","The","Dear Hunter","","","Migrant Returned","2023","8","n","",""
"3358701","The","Dear Hunter","","","Orange","2011","6","n","",""
"3358697","The","Dear Hunter","","","Red","2011","6","n","",""
"14783760","The","Dear Hunter","","","Ring 3 - Luxury","2022","6","n","",""
"14739964","The","Dear Hunter","","","Ring 7 - Industry","2022","7","n","",""
"13844581","The","Dear Hunter","","","The Indigo Child","2021","5","n","",""
"4503601","The","Dear Hunter","","","The Migrations Annex","2013","8","n","",""
"8696506","The","Dear Hunter","","","The Right Wrong","2017","7","n","",""
"3358704","The","Dear Hunter","","","Yellow","2011","5","n","",""
"11208672","The","Dear Hunter / Casey Crescenzo / Brian Adam McCune / Awesöme Orchestra","","","The Fox and the Hunt","2020","8","n","",""
"16119961","","Death Machine","","","Hara-Kiri","2024","5","n","",""
"11162819","","Death of a Poet","","","Tragedies","2020","4","n","",""
"14537734","","Decapitated","","","Cancer Culture","2022","7","n","",""
"15636825","","deepincision","","","Sorry for the Wait","2024","7","n","",""
"15710850","","defdot","","","A&amp;B","2024","5","n","",""
"15168452","","Deitus","","","Irreversible","2023","6","n","",""
"15780903","","Deivos","","","Apophenia","2024","5","n","",""
"16069886","","Delta","","","Gemini","2024","8","n","",""
"12027575","","Déluge","","","Ægo Templo","2020","7","n","",""
"14935299","","De Mal En Pire","","","Anachorète","2022","6","n","",""
"14997564","","De Mal En Pire","","","Cent Mots","2022","7","n","",""
"15021218","","De Mal En Pire","","","Délire Mantique","2022","6","n","",""
"14913701","","De Mal En Pire","","","L'astre De Velours","2022","8","n","",""
"14913806","","De Mal En Pire","","","Les Amants Du Désordre","2022","7","n","",""
"15719659","","De Mal En Pire","","","Sã mo","2024","7","n","",""
"15668252","","Demersal","","","Demersal","2024","7","n","",""
"15066561","Harun","Demiraslan","","","In Motion","2022","7","n","",""
"15227390","","Demolished Men","","","In a Violent Way","2023","7","n","",""
"9793629","","Demon Hunter","","","Peace","2019","3","n","",""
"984481","","Demon Hunter","","","Storm the Gates of Hell","2007","6","n","",""
"385966","","Demon Hunter","","","The Triptych","2005","7","n","",""
"9793617","","Demon Hunter","","","War","2019","3","n","",""
"15086408","","Demon King","","","Vesania","2023","8","n","",""
"15112662","","Deposed King","","","One Man's Grief","2023","4","n","",""
"15219884","","Descent Into Maelstrom","","","Dei Consentes","2023","2","n","",""
"10620589","","Despised Icon","","","Purgatory","2019","5","n","",""
"13876558","","Dessiderium","","","Aria","2021","8","n","",""
"16270364","","Dessiderium","","","Keys to the Palace","2025","6","n","",""
"7655307","","Destrage","","","A Means to No End","2016","9","n","",""
"5186299","","Destrage","","","Are You Kidding Me? No.","2014","8","n","",""
"14807670","","Destrage","","","Everything Sucks and I Think I'm a Big Part of It","2022","7","n","",""
"14837726","","Destrage","","","Italian Boi","2022","5","n","",""
"14874847","","Destrage","","","Private Party","2022","6","n","",""
"14800071","","Destrage","","","So Much. Too Much.","2022","6","n","",""
"10111756","","Destrage","","","The Chosen One","2019","7","n","",""
"2956549","","Destrage","","","The King Is Fat 'n' Old","2010","8","n","",""
"1141015","","Destrage","","","Urban Being","2009","6","n","",""
"15923465","","Destroy Rebuild Until God Shows","","","Until God Shows","2024","7","n","",""
"666360","","Destroy the Runner","","","Saints","2006","3","n","",""
"15789066","","Devenial Verdict","","","Blessing of Despair","2024","8","n","",""
"13944737","The","Devils of Loudun","","","Escaping Eternity","2022","6","n","",""
"877959","","Devil Sold His Soul","","","A Fragile Hope","2007","7","n","",""
"5720509","","Devil Sold His Soul","","","Belong ╪ Betray","2014","4","n","",""
"12379654","","Devil Sold His Soul","","","Beyond Reach","2020","5","n","",""
"2875439","","Devil Sold His Soul","","","Blessed &amp; Cursed","2010","8","n","",""
"4054141","","Devil Sold His Soul","","","Empire of Light","2012","6","n","",""
"16041551","","Devil Sold His Soul","","","Like It’s Your Last MMXXIV","2024","7","n","",""
"12363757","","Devil Sold His Soul","","","Loss","2021","8","n","",""
"4667896","The","Devil Wears Prada","","","8:18","2013","7","n","",""
"14777123","The","Devil Wears Prada","","","Color Decay","2022","4","n","",""
"3537065","The","Devil Wears Prada","","","Dead Throne","2011","6","n","",""
"625616","The","Devil Wears Prada","","","Dear Love: A Beautiful Discord","2006","5","n","",""
"899348","The","Devil Wears Prada","","","Plagues","2007","6","n","",""
"10649688","The","Devil Wears Prada","","","Please Say No","2019","4","n","",""
"10579732","The","Devil Wears Prada","","","The Act","2019","5","n","",""
"14844524","The","Devil Wears Prada","","","Time","2022","5","n","",""
"7551088","The","Devil Wears Prada","","","Transit Blues","2016","6","n","",""
"2106200","The","Devil Wears Prada","","","With Roots Above and Branches Below","2009","5","n","",""
"12960742","The","Devil Wears Prada","","","ZII","2021","7","n","",""
"2994354","The","Devil Wears Prada","","","Zombie EP","2010","7","n","",""
"16020057","","DGM","","","Endless","2024","8","n","",""
"13707495","","Diablo Swing Orchestra","","","Celebremos lo inevitable","2021","6","n","",""
"8063649","","Diablo Swing Orchestra","","","Pacifisticuffs","2017","7","n","",""
"3691135","","Diablo Swing Orchestra","","","Pandora's Piñata","2012","8","n","",""
"2155735","","Diablo Swing Orchestra","","","Sing Along Songs for the Damned &amp; Delirious","2009","9","n","",""
"13850896","","Diablo Swing Orchestra","","","Speed Dating an Arsonist","2021","2","n","",""
"13252520","","Diablo Swing Orchestra","","","Swagger &amp; Stroll Down the Rabbit Hole","2021","3","n","",""
"665065","","Diablo Swing Orchestra","","","The Butcher's Ballroom","2006","8","n","",""
"3968279","","Diablo Swing Orchestra","","","Voodoo Mon Amour","2012","9","n","",""
"13500273","","Diablo Swing Orchestra","","","War Painted Valentine","2021","5","n","",""
"15701678","","Diamond Construct","","","Angel Killer Zero","2024","4","n","",""
"14981147","","DieHumane","","","The Grotesque","2023","6","n","",""
"6113636","","Die Like Gentlemen","","","Five Easy Lies","2015","7","n","",""
"11072799","","Die Like Gentlemen","","","Stories","2020","5","n","",""
"13447401","","Digimortal","","","Гравитация","2021","5","n","",""
"1897342","","Digimortal","","","Клетка Крови","2008","7","n","",""
"1221053","","Digimortal","","","Необратимость","2007","7","n","",""
"9862939","","Digression Assassins","","","Oblivion","2019","7","n","",""
"7575447","The","Dillinger Escape Plan","","","Dissociation","2016","7","n","",""
"15719133","","DIME","","","Dime","2024","6","n","",""
"15763090","","Diminium","","","Dominant","2024","6","n","",""
"3000678","","Dimmu Borgir","","","Abrahadabra","2010","6","n","",""
"8937264","","Dimmu Borgir","","","Eonian","2018","5","n","",""
"8843492","","Dimmu Borgir","","","Interdimensional Summit / Puritania","2018","4","n","",""
"15335718","","Din of Celestial Birds","","","The Night Is for Dreamers","2023","6","n","",""
"3740104","","Dionaea","","","Still","2011","9","n","",""
"5825130","","Dioramic","","","Supra","2014","5","n","",""
"2364","","Dire Straits","","","Brothers in Arms","1985","8","n","",""
"4591","","Dire Straits","","","Dire Straits","1978","9","n","",""
"11321","","Dire Straits","","","On Every Street","1991","8","n","",""
"15115254","","Dirge","","","Dirge","2023","5","n","",""
"15662337","","Dirt Poor Robins","","","Firebird","2024","5","n","",""
"15300319","","Dirt Poor Robins","","","Prelude to Firebird","2023","6","n","",""
"15006012","","Dirt Poor Robins","","","Queen of the Night","2022","8","n","",""
"6429982","","Dirty Shirt","","","Dirtylicious","2015","7","n","",""
"14605739","","Dirty Shirt","","","Get Your Dose Now","2022","6","n","",""
"10077611","","Dirty Shirt","","","Letchology","2019","8","n","",""
"16105390","","Disco Boule","","","Disco Boule","2024","6","n","",""
"16041857","","Disembodied Tyrant","","","The Tower: Part One","2024","8","n","",""
"14724481","","Disharmony","","","Gods Made of Flesh","2022","4","n","",""
"15515245","","Dishonor","","","Smoke Screen","2023","3","n","",""
"14863020","","Disillusion","","","Ayam","2022","7","n","",""
"147426","","Disillusion","","","Back to Times of Splendor","2004","7","n","",""
"648374","","Disillusion","","","Gloria","2006","6","n","",""
"10433764","","Disillusion","","","The Liberation","2019","5","n","",""
"15704910","","Dispersion","","","Monochrome","2024","5","n","",""
"15138009","","Dissentient","","","Labyrinth","2023","5","n","",""
"15579095","","Dissimulator","","","Lower Form Resistance","2024","7","n","",""
"15473490","","Dissona","","","Dreadfully Distinct","2023","5","n","",""
"16101245","","Dissordawtisms","","","Sardonic Ideas of Spastic Contempt","2024","4","n","",""
"9257241","","Distorted Harmony","","","A Way Out","2018","6","n","",""
"5609921","","Distorted Harmony","","","Chain Reaction","2014","7","n","",""
"9581702","","Disturbed","","","A Reason to Fight","2018","5","n","",""
"2871669","","Disturbed","","","Asylum","2010","3","n","",""
"16181","","Disturbed","","","Believe","2002","5","n","",""
"14924988","","Disturbed","","","Divisive","2022","3","n","",""
"9484385","","Disturbed","","","Evolution","2018","2","n","",""
"14828744","","Disturbed","","","Hey You","2022","3","n","",""
"6568180","","Disturbed","","","Immortalized","2015","3","n","",""
"1108669","","Disturbed","","","Indestructible","2008","5","n","",""
"346454","","Disturbed","","","Ten Thousand Fists","2005","7","n","",""
"1389","","Disturbed","","","The Sickness","2000","4","n","",""
"15838081","","Diva Karr","","","Hardly Still Walking, Not Yet Flying","2024","5","n","",""
"15658690","","Divided","","","Light Will Shine","2024","5","n","",""
"15513990","","Divided by Design","","","A Canvas for the Universe","2023","5","n","",""
"15101890","","Divided by Design","","","II, Construct","2023","7","n","",""
"14602301","","Divided by Design","","","Irretraceable Steps","2022","6","n","",""
"8951409","","Divine Realm","","","Nordicity","2018","6","n","",""
"7114449","","Divine Realm","","","Tectum argenti","2016","6","n","",""
"8359790","","Divinex","","","Create. Affect. Repeat.","2017","6","n","",""
"15319735","","Divinex","","","Dreamscapes","2023","6","n","",""
"5417483","","Divinex","","","Movement","2014","6","n","",""
"15837337","","Djiin","","","Mirrors","2024","7","n","",""
"7897727","","Dodecahedron","","","Kwintessens","2017","7","n","",""
"15153025","","Dødheimsgard","","","Black Medium Current","2023","6","n","",""
"6798886","","Dog Fashion Disco","","","Ad Nauseam","2015","7","n","",""
"543465","","Dog Fashion Disco","","","Adultery","2006","8","n","",""
"9796755","","Dog Fashion Disco","","","Anarchists of Good Taste","2018","7","n","",""
"10390019","","Dog Fashion Disco","","","Committed to a Bright Future","2019","6","n","",""
"14205807","","Dog Fashion Disco","","","Cult Classic","2022","5","n","",""
"9264640","","Dog Fashion Disco","","","Experiments in Embryos","2018","8","n","",""
"14217554","","Dog Fashion Disco","","","Grand Experiment","2022","6","n","",""
"5308955","","Dog Fashion Disco","","","Sweet Nothings","2014","7","n","",""
"14716787","","Doldrum","","","The Knocking, or The Story of the Sound That Preceded Their Disappearance","2022","7","n","",""
"15649711","","Dom Zły","","","Ku Pogrzebaniu Serc","2024","4","n","",""
"14219098","","Don Bolo","","","Bahamut","2022","7","n","",""
"15642123","","Doodseskader","","","Year Two","2024","5","n","",""
"15664557","","Dool","","","The Shape of Fluidity","2024","7","n","",""
"15820810","","Dōpapod","","","Phobia","2024","7","n","",""
"13931120","","Dormant Ordeal","","","The Grand Scheme of Things","2021","5","n","",""
"868953","Rob","Dougan","","","Clubbed to Death","1995","9","n","",""
"558778","Rob","Dougan","","","Furious Angels","1998","8","n","",""
"14551","Rob","Dougan","","","Furious Angels","2002","7","n","",""
"15101102","","Downfall of Gaia","","","Silhouettes of Disgust","2023","4","n","",""
"15891709","","Downfall of Mankind","","","Purgatory","2024","4","n","",""
"15154656","","Dozer","","","Drifting in the Endless Void","2023","7","n","",""
"5357245","The","D Project","","","Making Sense","2014","6","n","",""
"12208475","","Drag Me Out","","","The Watch of the Buried","2020","3","n","",""
"15132165","","Drain","","","Living Proof","2023","5","n","",""
"15565883","","Draw Me a Sheep","","","Abracadabrantesque","2023","8","n","",""
"6736079","","Draw Me a Sheep","","","Premier pas","2015","8","n","",""
"8444591","","Dreadnought","","","A Wake in Sacred Waves","2017","6","n","",""
"6505255","","Dreadnought","","","Bridging Realms","2015","4","n","",""
"10076253","","Dreadnought","","","Emergence","2019","6","n","",""
"4839670","","Dreadnought","","","Lifewoven","2013","8","n","",""
"13435770","","Dream Theater","","","A View From the Top of the World","2021","7","n","",""
"9705788","","Dream Theater","","","Distance Over Time","2019","7","n","",""
"4594956","","Dream Theater","","","Dream Theater","2013","6","n","",""
"9902229","","Dream Theater","","","Fall Into the Light","2019","8","n","",""
"5002","","Dream Theater","","","Metropolis Pt. 2: Scenes From a Memory","1999","10","n","",""
"9990847","","Dream Theater","","","Paralyzed","2019","6","n","",""
"16092316","","Dream Theater","","","Parasomnia","2025","6","n","",""
"13486659","","Dream Theater","","","The Alien","2021","7","n","",""
"6880772","","Dream Theater","","","The Astonishing","2016","6","n","",""
"9800627","","Dream Theater","","","Untethered Angel","2018","7","n","",""
"15302132","","Dream the Electric Sleep","","","American Mystic","2023","6","n","",""
"7406148","","Dream the Electric Sleep","","","Beneath the Dark Wide Sky","2016","7","n","",""
